,HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
4164,4165,2,6,24,37,34,70,13,7,16,23,3,36,1,1,5,85,1,50,0,2,1,1,1,1
4165,4166,5,3,50,3,42,10,60,3,6,19,3,56,3,2,2,48,2,57,0,2,1,1,1,1
4166,4167,5,4,22,22,13,12,51,5,8,25,4,26,3,8,10,84,2,70,0,2,1,1,1,1
4167,4168,8,8,59,50,57,17,17,4,17,12,5,49,3,7,10,38,1,37,1,2,1,1,1,1
4168,4169,8,8,24,16,10,41,34,4,3,30,3,30,2,8,6,82,2,46,1,2,1,1,1,1
4169,4170,1,9,59,21,51,38,40,5,6,17,5,46,1,4,7,30,1,51,0,2,1,1,1,1
4170,4171,6,5,35,73,19,44,16,4,9,25,2,35,1,6,3,23,1,19,1,2,1,1,1,1
4171,4172,2,9,48,40,23,6,53,1,8,15,4,49,2,4,2,34,2,38,1,2,1,1,1,1
4172,4173,3,1,55,91,12,89,22,7,6,30,2,25,2,6,6,69,1,22,0,2,1,1,1,1
4173,4174,1,7,40,2,55,27,41,6,9,19,2,59,1,1,5,95,1,40,0,4,1,1,1,1
4174,4175,1,7,46,100,33,82,60,5,16,15,2,31,1,3,5,68,1,54,1,2,1,1,1,1
4175,4176,6,9,26,86,50,37,19,7,6,10,5,36,1,5,4,57,2,36,0,1,1,1,1,1
4176,4177,5,8,12,43,50,4,35,2,13,8,5,36,3,5,3,72,2,40,1,2,1,1,1,1
4177,4178,2,5,21,87,23,71,44,6,10,9,0,26,2,2,2,36,1,44,1,2,1,1,1,1
4178,4179,1,9,51,90,13,45,12,3,12,18,2,45,1,3,3,16,1,49,1,2,1,1,1,1
4179,4180,1,6,48,10,22,65,35,2,13,20,3,54,1,3,4,68,1,68,1,2,1,1,1,1
4180,4181,1,8,42,67,44,25,18,1,7,21,2,39,2,2,9,19,1,21,1,1,1,1,1,1
4181,4182,6,7,13,42,10,69,51,2,6,14,3,43,2,2,3,93,2,43,0,2,1,1,1,1
4182,4183,1,7,26,59,49,34,31,7,17,14,5,59,1,8,2,97,1,41,1,1,1,1,1,1
4183,4184,1,2,12,7,27,37,29,2,2,29,2,26,3,3,8,89,2,26,0,1,1,1,1,1
4184,4185,5,1,32,48,48,94,45,6,18,26,5,48,1,7,6,55,1,18,0,1,1,1,1,1
4185,4186,1,7,54,9,25,4,23,2,5,29,0,55,3,6,9,100,1,52,0,2,1,1,1,1
4186,4187,8,6,57,27,10,56,46,3,12,22,3,52,3,8,5,27,2,53,1,2,1,1,1,1
4187,4188,4,5,11,87,19,49,23,6,19,7,4,31,3,6,4,13,1,40,1,1,1,1,1,1
4188,4189,4,8,23,95,47,61,41,5,13,8,0,19,1,3,5,14,1,47,1,4,1,1,1,1
4189,4190,4,3,57,95,27,12,52,5,9,19,3,45,1,1,7,12,2,50,0,4,1,1,1,1
4190,4191,9,5,18,37,60,78,33,3,11,24,1,17,3,1,8,10,1,65,1,1,1,1,1,1
4191,4192,3,7,24,14,12,62,17,6,19,10,2,47,2,3,7,57,1,70,0,2,1,1,1,1
4192,4193,5,5,35,69,14,20,12,7,10,14,1,33,1,5,5,85,1,18,1,2,1,1,1,1
4193,4194,3,3,30,1,35,40,40,5,18,7,4,27,3,6,5,43,2,70,0,2,1,1,1,1
4194,4195,2,7,10,31,40,26,49,7,4,12,1,51,2,3,4,89,2,63,0,1,1,1,1,1
4195,4196,6,2,19,61,56,77,42,4,11,18,4,48,3,3,5,20,2,37,1,1,1,1,1,1
4196,4197,7,8,57,98,37,75,22,7,13,24,0,34,3,5,6,62,2,40,0,2,1,1,1,1
4197,4198,3,9,47,25,18,6,11,6,17,24,1,47,1,3,4,81,2,53,1,2,1,1,1,1
4198,4199,8,8,53,1,25,91,23,6,5,15,0,55,3,2,4,10,1,69,0,2,1,1,1,1
4199,4200,6,7,34,4,30,69,38,6,19,13,4,50,1,8,8,17,2,53,0,2,1,1,1,1
4200,4201,6,5,47,92,15,68,60,5,19,25,0,48,3,1,2,46,1,30,1,2,1,1,1,1
4201,4202,7,7,11,80,56,42,11,5,6,13,3,55,2,7,6,62,1,58,1,1,1,1,1,1
4202,4203,3,4,54,85,37,52,48,5,20,9,5,43,2,6,10,61,2,49,1,1,1,1,1,1
4203,4204,7,4,55,80,15,96,15,7,10,9,2,45,2,2,5,31,2,48,1,2,1,1,1,1
4204,4205,5,3,14,42,38,78,39,4,11,22,1,45,1,4,8,66,1,38,0,1,1,1,1,1
4205,4206,1,2,10,8,54,29,56,2,3,16,5,20,1,2,10,10,1,18,1,1,1,1,1,1
4206,4207,5,8,41,87,44,83,20,1,16,21,2,31,1,2,2,43,1,54,1,4,1,1,1,1
4207,4208,9,6,58,18,24,14,56,6,18,24,1,50,2,8,2,52,2,19,0,2,1,1,1,1
4208,4209,1,9,22,6,34,76,25,3,8,20,0,43,1,7,10,12,1,70,1,1,1,1,1,1
4209,4210,4,5,25,3,15,79,33,6,14,12,4,57,3,1,10,15,2,58,1,2,1,1,1,1
4210,4211,5,4,35,9,42,34,56,5,4,12,5,36,2,5,8,39,1,37,0,1,1,1,1,1
4211,4212,8,4,16,94,45,34,57,4,19,22,5,59,3,3,10,12,1,26,1,1,1,1,1,1
4212,4213,3,6,32,16,11,25,50,4,14,26,3,31,2,6,8,84,1,48,1,2,1,1,1,1
4213,4214,3,2,37,21,48,50,38,1,3,10,2,40,2,2,6,69,2,41,0,3,1,1,1,1
4214,4215,7,6,40,97,11,88,41,1,16,20,1,33,2,8,8,40,1,21,1,2,1,1,1,1
4215,4216,8,2,38,90,49,59,59,4,3,23,5,40,1,2,3,52,1,65,1,4,1,1,1,1
4216,4217,6,8,24,51,45,4,47,1,9,18,4,10,1,2,6,24,2,35,1,4,1,1,1,1
4217,4218,8,1,56,42,40,14,40,3,20,7,5,46,1,3,8,53,2,58,0,1,1,1,1,1
4218,4219,2,6,37,72,14,26,49,1,12,21,3,33,2,8,2,66,2,38,0,2,1,1,1,1
4219,4220,3,7,48,85,40,84,58,6,17,21,2,39,3,6,9,71,1,36,1,2,1,1,1,1
4220,4221,4,7,26,97,59,2,46,7,20,6,3,22,1,8,4,89,2,58,1,1,1,1,1,1
4221,4222,5,3,36,68,60,6,60,3,10,10,3,10,1,8,5,24,1,70,0,1,1,1,1,1
4222,4223,7,8,35,38,18,57,46,1,14,25,1,31,2,6,7,37,1,33,0,1,1,1,1,1
4223,4224,3,3,33,35,20,23,15,3,18,13,2,58,3,7,5,63,1,53,0,2,1,1,1,1
4224,4225,9,2,46,77,37,68,16,6,10,24,2,19,3,6,7,67,2,28,1,2,1,1,1,1
4225,4226,9,3,40,96,35,28,45,4,15,10,5,41,2,8,6,78,1,67,0,2,1,1,1,1
4226,4227,9,2,21,69,60,8,52,7,13,8,4,44,2,7,2,43,2,21,1,1,1,1,1,1
4227,4228,1,7,41,60,41,100,20,7,12,24,5,37,3,5,9,90,1,50,0,2,1,1,1,1
4228,4229,1,4,58,58,44,61,14,2,17,6,4,49,3,3,9,62,1,47,0,2,1,1,1,1
4229,4230,5,5,32,1,15,62,60,4,15,6,1,29,1,8,9,12,2,48,0,1,1,1,1,1
4230,4231,8,1,19,45,13,34,36,5,5,14,1,13,3,6,4,51,1,64,1,2,1,1,1,1
4231,4232,1,8,47,25,42,1,27,3,16,5,2,11,3,5,8,67,2,34,1,4,1,1,1,1
4232,4233,3,6,51,10,50,49,14,7,17,5,3,18,2,3,8,66,1,61,1,2,1,1,1,1
4233,4234,2,3,59,98,42,46,57,1,12,19,2,54,2,7,2,96,2,56,1,2,1,1,1,1
4234,4235,4,3,25,11,17,30,26,1,7,29,2,39,3,7,10,17,1,58,0,2,1,1,1,1
4235,4236,9,7,37,7,24,74,53,1,3,21,5,11,2,7,6,100,2,49,0,4,1,1,1,1
4236,4237,7,9,40,14,24,76,41,5,9,11,0,60,3,2,4,38,1,28,0,2,1,1,1,1
4237,4238,3,1,13,59,19,93,17,4,10,13,1,30,2,5,8,73,2,70,0,2,1,1,1,1
4238,4239,5,3,46,12,35,39,43,7,12,13,0,29,2,5,8,51,2,30,0,1,1,1,1,1
4239,4240,6,6,51,88,47,72,53,4,5,20,1,44,1,1,9,44,2,52,0,4,1,1,1,1
4240,4241,3,9,56,18,52,72,39,1,16,18,5,52,3,4,7,51,1,62,0,1,1,1,1,1
4241,4242,1,4,48,64,48,21,17,1,14,9,0,52,2,5,6,90,2,45,1,3,1,1,1,1
4242,4243,1,9,29,84,38,61,21,3,13,9,0,43,3,4,6,80,1,66,0,1,1,1,1,1
4243,4244,3,1,17,51,15,57,60,3,7,16,5,43,2,8,10,71,1,62,1,1,1,1,1,1
4244,4245,3,4,58,78,40,39,23,3,18,19,1,19,3,4,9,62,2,61,1,1,1,1,1,1
4245,4246,5,5,48,22,42,48,45,2,16,15,3,14,2,4,8,11,2,52,1,2,1,1,1,1
4246,4247,2,9,44,47,59,80,55,4,4,5,1,43,1,1,4,40,1,59,1,4,1,1,1,1
4247,4248,3,7,27,7,20,37,28,3,3,21,2,47,2,2,5,52,2,27,0,2,1,1,1,1
4248,4249,7,2,19,83,18,67,31,3,18,16,5,55,2,3,9,59,1,64,0,2,1,1,1,1
4249,4250,9,2,32,55,10,59,15,5,18,23,3,34,2,4,7,33,2,33,1,2,1,1,1,1
4250,4251,8,9,19,62,53,94,30,6,3,5,5,59,1,3,5,29,2,47,0,1,1,1,1,1
4251,4252,5,5,34,65,56,14,52,5,4,24,5,19,2,2,7,17,1,69,0,4,1,1,1,1
4252,4253,9,1,34,98,34,54,16,6,13,26,5,58,3,7,7,60,2,57,1,2,1,1,1,1
4253,4254,7,1,33,69,21,53,23,4,11,11,2,34,1,2,10,52,1,36,0,2,1,1,1,1
4254,4255,4,3,35,13,19,14,23,5,19,22,3,17,2,5,10,62,1,52,1,4,1,1,1,1
4255,4256,6,2,43,97,57,42,37,3,3,17,4,54,2,7,6,94,2,39,1,2,1,1,1,1
4256,4257,8,5,29,60,38,83,51,2,4,9,2,27,3,8,5,91,2,44,1,1,1,1,1,1
4257,4258,6,6,48,60,10,51,36,7,16,24,4,50,1,1,10,93,1,24,0,1,1,1,1,1
4258,4259,9,6,30,38,24,53,57,1,9,6,3,25,2,6,2,26,2,42,0,1,1,1,1,1
4259,4260,1,7,49,80,48,75,59,4,5,29,1,48,1,2,2,40,2,65,1,4,1,1,1,1
4260,4261,1,5,44,6,40,10,36,3,8,26,1,46,3,6,9,23,1,22,1,2,1,1,1,1
4261,4262,5,8,28,68,23,45,28,3,20,18,2,42,2,7,4,59,1,37,0,2,1,1,1,1
4262,4263,2,1,42,9,26,26,30,6,20,5,1,54,3,7,5,80,1,33,0,2,1,1,1,1
4263,4264,3,3,32,80,43,55,15,3,14,15,1,57,1,4,8,70,1,39,1,1,1,1,1,1
4264,4265,5,2,17,50,38,63,16,2,2,8,1,46,1,6,5,25,2,34,1,3,1,1,1,1
4265,4266,5,5,30,8,10,95,24,2,11,15,3,53,2,5,10,93,1,38,1,2,1,1,1,1
4266,4267,6,3,60,37,18,36,32,2,16,12,0,30,2,3,2,20,2,35,1,2,1,1,1,1
4267,4268,3,9,28,53,53,67,49,4,18,5,3,44,2,1,8,67,2,48,0,1,1,1,1,1
4268,4269,2,6,59,6,22,90,48,6,18,7,4,26,3,2,8,87,1,37,1,2,1,1,1,1
4269,4270,8,6,22,2,56,14,55,2,19,9,5,37,2,6,9,35,1,52,1,1,1,1,1,1
4270,4271,9,8,11,83,27,60,16,6,18,15,5,12,2,2,2,22,1,69,1,4,1,1,1,1
4271,4272,4,2,57,11,54,36,38,4,14,21,1,41,2,1,5,41,1,49,1,1,1,1,1,1
4272,4273,5,1,46,28,46,57,17,5,6,21,5,38,1,1,3,69,2,59,0,1,1,1,1,1
4273,4274,8,6,14,40,25,18,34,1,7,29,5,20,1,2,3,11,2,40,0,2,1,1,1,1
4274,4275,5,3,48,72,53,86,14,2,7,26,0,47,1,4,2,37,1,65,0,4,1,1,1,1
4275,4276,9,7,50,3,23,1,54,1,20,11,0,32,3,6,9,16,2,47,1,2,1,1,1,1
4276,4277,4,8,35,87,48,93,49,1,12,7,5,31,3,5,4,93,2,22,1,1,1,1,1,1
4277,4278,4,5,17,55,44,84,46,4,18,6,2,16,3,5,2,17,2,60,1,1,1,1,1,1
4278,4279,1,1,35,60,41,93,52,4,3,19,1,46,1,7,8,84,2,68,1,1,1,1,1,1
4279,4280,1,8,17,4,46,25,60,1,17,26,4,15,1,5,7,46,2,19,1,4,1,1,1,1
4280,4281,7,5,40,16,52,19,47,5,19,25,4,38,1,2,10,19,2,36,1,4,1,1,1,1
4281,4282,5,2,30,38,55,43,47,6,4,19,3,18,1,7,8,38,1,59,0,1,1,1,1,1
4282,4283,8,7,12,84,41,33,25,4,6,28,3,51,3,4,2,50,2,50,1,1,1,1,1,1
4283,4284,7,5,33,15,53,10,46,5,11,16,3,47,3,8,2,100,1,49,0,1,1,1,1,1
4284,4285,2,1,24,16,29,12,15,4,8,13,1,27,1,6,3,34,2,54,1,2,1,1,1,1
4285,4286,1,2,18,76,14,49,11,1,3,25,5,41,2,5,8,95,2,25,1,2,1,1,1,1
4286,4287,7,3,33,84,32,7,35,1,10,9,0,23,2,5,9,50,1,53,0,1,1,1,1,1
4287,4288,7,4,50,90,14,31,39,1,18,30,4,20,3,7,7,40,2,65,0,2,1,1,1,1
4288,4289,7,4,32,66,49,77,12,7,17,17,4,10,1,5,10,74,1,21,0,4,1,1,1,1
4289,4290,2,6,55,30,10,91,44,5,10,23,4,36,3,6,6,99,2,38,0,2,1,1,1,1
4290,4291,5,2,52,85,42,71,20,5,17,13,1,53,1,2,7,67,2,51,1,2,1,1,1,1
4291,4292,1,2,38,44,22,69,25,5,18,12,5,42,3,3,3,43,1,36,1,2,1,1,1,1
4292,4293,5,3,20,100,34,6,22,2,10,7,2,52,3,6,4,82,2,25,1,2,1,1,1,1
4293,4294,7,6,48,43,19,47,58,6,8,8,1,36,3,3,8,68,1,25,1,2,1,1,1,1
4294,4295,8,8,56,71,34,43,14,4,18,22,1,16,1,4,6,97,2,29,1,4,1,1,1,1
4295,4296,7,2,11,86,39,1,45,6,15,25,1,36,1,6,6,29,2,23,0,1,1,1,1,1
4296,4297,6,4,12,32,47,97,16,6,6,29,2,26,3,7,10,25,1,29,0,2,1,1,1,1
4297,4298,7,3,22,2,23,68,59,1,18,16,3,54,3,1,9,30,1,50,0,2,1,1,1,1
4298,4299,4,6,26,69,24,94,29,1,3,14,1,39,2,5,5,82,1,27,1,3,1,1,1,1
4299,4300,7,4,44,83,47,39,16,6,17,16,2,55,1,1,5,77,2,21,1,1,1,1,1,1
4300,4301,1,9,10,25,17,14,23,2,10,30,5,44,1,4,6,46,2,30,0,1,1,1,1,1
4301,4302,9,6,20,91,39,9,27,2,15,22,1,15,3,7,5,87,1,24,0,4,1,1,1,1
4302,4303,6,3,18,16,19,37,38,1,7,6,0,34,3,3,8,56,1,29,1,1,1,1,1,1
4303,4304,9,8,23,37,23,100,23,4,4,18,4,32,2,5,5,87,1,36,0,1,1,1,1,1
4304,4305,6,4,37,56,58,13,33,7,19,20,0,39,2,8,5,63,1,49,0,1,1,1,1,1
4305,4306,9,9,49,13,60,38,51,2,11,13,5,57,2,2,9,30,2,26,1,1,1,1,1,1
4306,4307,2,2,10,21,36,16,12,3,13,6,2,54,3,5,8,53,2,70,0,1,1,1,1,1
4307,4308,3,5,13,4,53,30,28,2,19,30,2,42,2,5,7,90,1,51,1,1,1,1,1,1
4308,4309,4,9,56,21,60,69,43,5,20,14,3,35,1,6,9,33,1,45,1,1,1,1,1,1
4309,4310,8,6,15,21,20,53,50,2,19,14,2,23,3,5,4,61,1,47,1,2,1,1,1,1
4310,4311,3,3,34,9,31,44,18,4,17,10,0,57,2,4,10,61,1,63,0,1,1,1,1,1
4311,4312,3,3,37,82,18,24,34,7,7,19,1,31,3,7,4,82,2,68,1,1,1,1,1,1
4312,4313,9,5,13,62,23,33,45,4,7,30,3,46,1,2,9,97,1,66,1,2,1,1,1,1
4313,4314,7,9,49,72,22,37,22,1,17,22,1,53,2,6,5,84,2,22,1,2,1,1,1,1
4314,4315,7,9,11,81,56,96,43,5,2,18,0,38,1,8,3,35,1,45,1,1,1,1,1,1
4315,4316,5,2,43,82,26,74,14,6,16,10,1,36,1,3,5,90,1,45,0,2,1,1,1,1
4316,4317,2,1,35,11,19,90,14,4,12,17,2,32,2,6,3,28,1,21,0,2,1,1,1,1
4317,4318,1,2,51,41,20,46,47,7,17,25,2,16,3,6,4,32,2,63,1,2,1,1,1,1
4318,4319,9,4,57,83,24,93,42,2,13,26,1,33,2,8,2,34,1,57,0,2,1,1,1,1
4319,4320,4,6,41,58,55,66,39,6,12,23,3,11,1,7,10,35,2,58,0,1,1,1,1,1
4320,4321,5,9,30,59,40,26,35,7,4,17,5,49,1,4,6,70,1,22,0,2,1,1,1,1
4321,4322,5,7,26,33,37,66,58,1,15,29,0,30,1,1,6,63,2,18,0,3,1,1,1,1
4322,4323,4,5,15,57,26,86,41,3,8,26,1,18,3,6,8,81,1,43,0,2,1,1,1,1
4323,4324,7,6,32,9,12,84,15,6,8,16,4,18,1,6,10,51,1,34,0,1,1,1,1,1
4324,4325,4,2,30,78,48,74,27,3,9,22,4,22,2,4,8,14,1,64,1,1,1,1,1,1
4325,4326,6,8,27,46,60,1,40,3,15,26,0,22,3,1,2,56,1,54,0,1,1,1,1,1
4326,4327,2,1,21,2,22,92,32,6,19,12,4,51,2,2,5,12,2,62,0,1,1,1,1,1
4327,4328,1,4,40,23,21,73,15,7,7,25,2,15,1,7,2,45,1,55,1,2,1,1,1,1
4328,4329,9,2,23,1,19,68,48,7,14,12,0,37,2,8,10,52,2,67,1,2,1,1,1,1
4329,4330,4,1,22,83,49,42,60,2,9,29,2,32,3,4,3,88,2,26,1,1,1,1,1,1
4330,4331,2,3,23,30,22,18,59,2,17,7,1,36,1,4,3,71,2,21,1,2,1,1,1,1
4331,4332,7,2,47,11,58,37,22,7,7,10,0,39,1,4,9,97,2,52,1,1,1,1,1,1
4332,4333,9,2,18,100,38,88,31,1,2,6,5,59,3,2,8,79,2,39,1,1,1,1,1,1
4333,4334,2,7,53,41,58,55,10,5,15,9,1,16,1,6,4,14,2,65,1,4,1,1,1,1
4334,4335,2,2,13,100,46,12,47,6,13,16,3,54,2,3,3,26,2,42,0,1,1,1,1,1
4335,4336,3,9,42,76,31,60,24,4,7,10,0,26,1,6,3,97,1,52,0,4,1,1,1,1
4336,4337,3,3,10,82,37,29,28,7,11,29,2,57,1,8,6,32,1,49,0,1,1,1,1,1
4337,4338,3,4,16,76,41,77,14,2,10,22,2,29,3,8,9,30,2,47,0,1,1,1,1,1
4338,4339,4,7,12,35,12,7,44,5,5,11,2,23,3,3,10,27,1,42,0,2,1,1,1,1
4339,4340,1,6,39,57,27,19,15,2,3,10,0,44,3,4,5,16,2,31,1,3,1,1,1,1
4340,4341,5,4,47,14,59,54,50,6,5,8,5,14,1,5,9,64,1,26,0,4,1,1,1,1
4341,4342,1,7,20,42,25,64,11,3,10,24,3,29,1,6,8,96,1,59,0,1,1,1,1,1
4342,4343,8,7,47,59,44,38,20,6,11,13,1,54,3,8,7,90,1,68,1,2,1,1,1,1
4343,4344,7,4,44,87,31,54,30,2,13,5,3,31,2,2,10,59,2,41,1,2,1,1,1,1
4344,4345,4,7,16,38,35,74,17,2,5,22,3,20,3,5,2,75,2,28,1,4,1,1,1,1
4345,4346,1,2,52,26,33,94,15,1,18,16,5,47,2,7,6,46,2,46,1,2,1,1,1,1
4346,4347,3,1,31,98,54,5,17,4,14,28,2,52,2,7,5,89,1,38,0,1,1,1,1,1
4347,4348,4,3,23,93,43,65,11,3,17,12,3,51,3,3,6,44,1,45,0,1,1,1,1,1
4348,4349,5,7,43,33,48,71,15,4,8,16,2,34,1,6,3,61,1,47,0,4,1,1,1,1
4349,4350,6,3,19,13,15,20,37,2,20,5,4,48,2,8,2,39,2,48,1,1,1,1,1,1
4350,4351,7,9,33,87,51,46,19,7,16,20,3,19,2,3,9,41,1,61,1,1,1,1,1,1
4351,4352,6,7,12,19,40,42,28,1,16,12,0,38,3,6,7,99,2,50,0,2,1,1,1,1
4352,4353,8,7,41,52,51,82,41,1,4,12,4,18,3,3,10,94,1,39,0,1,1,1,1,1
4353,4354,5,6,13,63,10,29,10,1,7,5,1,41,1,4,8,80,2,63,1,3,1,1,1,1
4354,4355,9,2,14,54,11,99,56,4,3,15,5,53,2,5,3,78,2,42,0,2,1,1,1,1
4355,4356,5,5,25,14,28,58,53,6,17,28,2,35,3,3,2,58,1,29,1,1,1,1,1,1
4356,4357,1,4,44,36,49,3,13,3,14,15,0,20,2,4,7,52,1,40,1,4,1,1,1,1
4357,4358,7,8,16,19,51,4,13,7,10,18,2,20,2,3,7,40,2,65,1,4,1,1,1,1
4358,4359,2,8,30,12,27,97,53,1,17,16,2,50,3,5,4,22,1,43,1,1,1,1,1,1
4359,4360,5,3,49,38,49,76,57,7,16,8,3,24,2,8,10,94,2,29,0,1,1,1,1,1
4360,4361,1,7,33,72,40,6,60,1,15,10,4,32,1,4,6,19,2,60,0,4,1,1,1,1
4361,4362,7,9,14,84,11,91,43,3,9,6,5,57,1,1,5,49,2,69,0,2,1,1,1,1
4362,4363,8,3,57,51,50,76,36,4,3,29,5,14,1,8,5,38,2,45,0,4,1,1,1,1
4363,4364,2,6,38,58,59,2,26,4,7,9,4,12,3,7,4,63,2,24,0,4,1,1,1,1
4364,4365,4,2,50,85,21,48,54,4,20,11,3,57,3,2,4,86,2,26,1,2,1,1,1,1
4365,4366,5,9,33,62,45,44,15,6,14,18,2,34,2,7,5,43,1,26,1,1,1,1,1,1
4366,4367,3,4,15,63,47,99,12,5,9,14,4,16,2,2,7,96,1,28,1,1,1,1,1,1
4367,4368,6,4,22,3,12,18,49,2,7,7,4,38,3,6,4,54,2,65,1,4,1,1,1,1
4368,4369,2,7,53,58,21,85,30,7,5,13,2,44,2,7,2,12,2,21,1,2,1,1,1,1
4369,4370,9,4,11,38,21,94,41,4,9,21,1,27,3,4,3,15,1,54,1,2,1,1,1,1
4370,4371,9,2,17,5,43,43,32,5,6,14,0,14,3,2,10,100,1,58,0,1,1,1,1,1
4371,4372,9,7,53,84,58,75,33,6,4,24,2,21,3,4,6,61,1,49,1,4,1,1,1,1
4372,4373,3,7,42,61,41,82,40,5,7,12,0,24,3,6,4,90,1,53,0,1,1,1,1,1
4373,4374,8,1,56,52,51,96,12,3,8,11,2,14,1,6,9,46,1,45,1,4,1,1,1,1
4374,4375,2,9,38,29,58,39,41,3,11,17,1,42,2,3,8,44,1,58,0,1,1,1,1,1
4375,4376,3,6,43,65,29,41,57,6,3,21,4,47,1,1,10,34,1,47,1,2,1,1,1,1
4376,4377,5,7,18,2,48,79,56,6,10,7,3,12,1,5,5,48,1,18,0,2,1,1,1,1
4377,4378,8,1,37,16,37,59,14,2,9,10,1,10,3,5,10,20,2,54,1,2,1,1,1,1
4378,4379,5,9,59,25,59,80,24,6,9,18,0,60,2,6,6,81,1,70,1,2,1,1,1,1
4379,4380,2,7,24,56,19,12,13,7,14,14,4,59,1,6,2,81,2,32,1,2,1,1,1,1
4380,4381,4,3,45,1,20,45,10,3,13,17,0,37,3,8,5,69,1,61,0,2,1,1,1,1
4381,4382,2,3,41,26,52,3,23,1,12,8,0,35,3,1,9,99,1,18,0,2,1,1,1,1
4382,4383,2,5,50,39,38,7,16,4,3,15,5,52,1,4,4,68,2,42,0,2,1,1,1,1
4383,4384,7,4,37,16,56,86,32,6,5,17,4,17,3,8,10,11,1,35,1,1,1,1,1,1
4384,4385,2,2,58,21,25,92,14,3,7,29,1,47,3,6,4,44,1,52,0,2,1,1,1,1
4385,4386,2,7,40,53,37,47,26,3,17,19,4,24,1,6,8,43,2,55,1,4,1,1,1,1
4386,4387,1,4,27,70,26,97,39,3,7,19,1,24,2,5,7,74,2,63,1,1,1,1,1,1
4387,4388,9,3,59,62,46,76,40,3,4,27,2,21,2,2,2,80,2,41,1,2,1,1,1,1
4388,4389,8,5,57,75,58,9,28,4,19,11,4,30,1,1,7,19,1,57,1,4,1,1,1,1
4389,4390,8,7,17,8,59,77,46,6,9,14,0,16,2,4,7,18,2,36,0,2,1,1,1,1
4390,4391,6,4,53,47,41,75,49,5,15,7,0,55,3,5,7,16,1,46,1,2,1,1,1,1
4391,4392,1,8,34,35,30,1,39,1,12,20,0,15,3,5,7,66,2,30,1,1,1,1,1,1
4392,4393,1,3,28,95,23,28,27,6,11,19,5,20,1,7,4,75,2,42,1,4,1,1,1,1
4393,4394,3,4,25,70,31,96,60,1,14,7,3,56,3,5,8,40,1,40,0,1,1,1,1,1
4394,4395,9,5,14,2,36,79,47,6,8,11,0,53,1,6,6,48,1,23,1,1,1,1,1,1
4395,4396,3,8,22,50,19,12,60,5,18,18,4,31,1,2,8,61,1,67,0,2,1,1,1,1
4396,4397,1,6,13,42,43,7,36,5,13,26,1,47,1,1,9,79,1,20,1,1,1,1,1,1
4397,4398,1,7,29,41,33,16,47,1,7,24,1,45,2,1,3,38,1,48,0,2,1,1,1,1
4398,4399,2,5,48,39,35,8,16,4,13,10,4,50,3,6,5,11,1,33,0,2,1,1,1,1
4399,4400,4,8,33,17,43,76,56,2,11,17,3,15,2,2,3,47,1,65,1,4,1,1,1,1
4400,4401,6,1,46,4,22,2,33,5,11,22,1,28,1,1,8,40,2,39,0,4,1,1,1,1
4401,4402,4,2,10,58,13,68,32,4,16,18,5,17,1,1,7,18,2,54,0,4,1,1,1,1
4402,4403,5,8,58,95,42,6,19,4,9,24,2,55,1,8,4,73,1,22,1,2,1,1,1,1
4403,4404,3,6,55,83,18,76,43,1,8,11,1,59,3,5,6,55,1,49,0,2,1,1,1,1
4404,4405,8,6,22,71,40,37,13,3,15,7,2,38,1,5,10,72,1,63,0,2,1,1,1,1
4405,4406,6,2,18,48,37,99,58,2,18,20,0,41,1,1,5,37,1,68,0,4,1,1,1,1
4406,4407,3,7,43,41,19,61,20,6,2,5,0,20,3,1,9,63,2,64,1,4,1,1,1,1
4407,4408,1,8,42,6,52,41,20,5,8,8,5,23,3,8,6,96,2,36,1,4,1,1,1,1
4408,4409,6,8,30,42,23,14,46,3,11,28,4,55,3,2,7,40,2,24,0,1,1,1,1,1
4409,4410,9,9,10,72,31,39,36,1,12,27,4,59,3,7,9,57,2,18,1,1,1,1,1,1
4410,4411,2,6,17,18,17,73,35,4,9,8,0,48,1,8,2,62,2,48,1,2,1,1,1,1
4411,4412,6,4,32,1,30,10,42,3,2,10,0,20,3,8,9,61,1,43,0,1,1,1,1,1
4412,4413,8,2,51,35,49,74,11,4,4,15,0,55,1,2,9,29,2,57,1,3,1,1,1,1
4413,4414,7,9,35,60,49,8,42,4,2,17,3,20,3,6,10,59,2,24,1,1,1,1,1,1
4414,4415,6,1,13,67,34,62,42,4,9,17,1,33,2,7,9,93,1,67,0,1,1,1,1,1
4415,4416,3,1,47,26,51,90,12,5,8,12,5,30,2,2,2,38,1,25,1,4,1,1,1,1
4416,4417,2,7,59,18,19,17,60,7,5,14,2,41,3,2,6,86,2,50,0,2,1,1,1,1
4417,4418,1,9,21,19,27,83,47,2,7,10,5,44,2,7,8,45,1,45,1,1,1,1,1,1
4418,4419,4,5,10,37,60,31,15,6,13,15,0,38,2,2,7,38,2,41,0,1,1,1,1,1
